TransactionAmount,TransactionType,Location,Channel,CustomerOccupation,CustomerAge,LoginAttempts,AccountBalance,TransactionDuration,Balance_to_Transaction_Ratio,Transaction_Intensity,Cluster_KMeans
254.52527272679066,Withdrawal,Bandung,MobileBanking,Student,19,0,4321.331358758885,11.670843598417406,16.911561477440554,0.0,2
146.0782576390385,Transfer,Bandung,MobileBanking,Freelancer,39,5,6439.367634791776,26.091029510492536,43.78191405146614,730.3912881951925,3
112.39278351738686,OnlinePurchase,Bandung,Branch,Student,56,1,4121.068570730238,30.409782580887693,36.34330548114944,112.39278351738686,1
310.5142748049449,Transfer,Bandung,ATM,Employee,45,1,6885.2610979734145,59.791096599088824,22.102554055619542,310.5142748049449,1
406.0130008082661,Withdrawal,Bali,InternetBanking,Entrepreneur,61,3,5261.391887824738,4.115277490439506,12.92683987336132,1218.0390024247984,0
381.7451738163466,OnlinePurchase,Jakarta,Branch,Student,19,4,5345.691739809348,2.072131083373535,13.966712333711573,1526.9806952653864,0
96.12564578536164,Transfer,Surabaya,Branch,Entrepreneur,28,3,3202.4902430240263,27.541604508055872,32.97265327945641,288.3769373560849,2
155.8197361545149,Withdrawal,Surabaya,MobileBanking,Student,54,3,4530.752388546458,31.88193123440479,28.8914679978947,467.45920846354477,1
134.57219610241182,Transfer,Bandung,Branch,Employee,43,2,5389.712830502217,16.021422710773255,39.75529633252238,269.14439220482365,1
172.59457389431864,Transfer,Surabaya,Branch,Entrepreneur,45,2,7048.8416143299555,24.80420207960563,40.60519552080682,345.1891477886373,1
354.13062280359077,Withdrawal,Medan,InternetBanking,Freelancer,43,2,4356.631325740307,19.139188894091497,12.26768700301521,708.2612456071815,1
492.27149486486525,OnlinePurchase,Surabaya,Branch,Entrepreneur,34,5,7041.417896648185,29.03082359306153,14.27493372301439,2461.357474324326,0
261.41845683701985,Payment,Bandung,MobileBanking,Student,20,1,3488.7568297862454,12.427076185901639,13.294632061467409,261.41845683701985,2
115.78135477106606,Payment,Surabaya,InternetBanking,Entrepreneur,31,1,5668.32593480341,47.48236702110652,48.53793609361178,115.78135477106606,2
194.5010357866685,Transfer,Jakarta,Branch,Employee,33,1,3986.448043350263,8.095811171973578,20.39093055087591,194.5010357866685,2
553.5047442088302,Transfer,Bandung,MobileBanking,Entrepreneur,53,0,8088.338382293975,47.31872039050837,14.586599062979078,0.0,1
213.79063218646235,Transfer,Bali,InternetBanking,Entrepreneur,45,0,7727.350219546514,18.763199395530133,35.9761975691673,0.0,1
157.16216430906925,OnlinePurchase,Jakarta,Branch,Entrepreneur,45,0,5571.413511687453,77.68512120069308,35.22595644809332,0.0,1
167.86231341615343,Transfer,Surabaya,MobileBanking,Freelancer,42,3,3929.855792365546,35.016451313137296,23.272545027146446,503.5869402484603,1
260.5816036857615,Transfer,Bali,InternetBanking,Entrepreneur,26,1,1966.0517262385906,17.24649605113532,7.51601679375134,260.5816036857615,2
99.07580814063152,Transfer,Jakarta,MobileBanking,Student,28,2,5756.581829298658,17.08044729859675,57.52221177379074,198.15161628126305,2
131.9036541748035,Withdrawal,Medan,InternetBanking,Student,54,0,5415.074983070529,46.43739867124504,40.744364906237045,0.0,1
377.97268722891005,Payment,Jakarta,Branch,Entrepreneur,60,1,6716.31962430264,41.60313743393625,17.722437132377816,377.97268722891005,1
255.3753138387677,Payment,Bali,ATM,Entrepreneur,62,1,2067.275102164043,36.70203476062327,8.063471756349111,255.3753138387677,1
215.4193008574656,Withdrawal,Medan,InternetBanking,Freelancer,38,5,5283.038544138279,34.561786036536226,24.411124715802053,1077.0965042873281,0
390.72162776148406,OnlinePurchase,Surabaya,Branch,Employee,19,1,5857.971540984875,7.77842872356797,14.954424585797298,390.72162776148406,2
109.76229405378304,OnlinePurchase,Bandung,InternetBanking,Student,51,4,3196.058895872352,72.31225164920043,28.855116474207694,439.04917621513215,1
153.41219006771763,OnlinePurchase,Surabaya,ATM,Freelancer,59,1,5233.051086063968,18.50827493332399,33.890142246988454,153.41219006771763,1
249.47163657376728,Withdrawal,Bandung,MobileBanking,Student,30,1,3546.102026184961,46.67426629999909,14.157698950238567,249.47163657376728,2
243.22975087168356,Payment,Bandung,ATM,Student,22,2,3349.2927278442103,8.087599437658655,13.713696697024856,486.4595017433671,2
51.10146891580957,Payment,Bali,ATM,Entrepreneur,28,1,3938.7896315517755,14.233067544872998,75.59843730925208,51.10146891580957,2
141.65536963261377,Transfer,Medan,MobileBanking,Student,46,1,4467.80330032923,16.030414370088543,31.318858251430335,141.65536963261377,1
176.03980444339277,Payment,Medan,ATM,Employee,64,4,7477.469754501127,34.60755267770306,42.23609361753444,704.1592177735711,1
269.3526650438121,OnlinePurchase,Jakarta,Branch,Employee,45,3,4356.457289917976,30.99933669056591,16.11397945425094,808.0579951314364,1
242.61163698211195,OnlinePurchase,Surabaya,InternetBanking,Employee,45,2,3308.297371810638,7.543490537723413,13.58021075181052,485.2232739642239,1
188.68715568015705,Transfer,Bali,ATM,Freelancer,22,3,6625.780658898527,27.345046442212876,34.930043814198235,566.0614670404711,2
25.692609828720077,Transfer,Surabaya,InternetBanking,Employee,37,2,7055.377476115571,21.771593959800363,264.319507211479,51.38521965744015,3
195.92054333417525,Payment,Jakarta,InternetBanking,Employee,54,2,6638.8957831996895,83.77115773413615,33.71357640392778,391.8410866683505,1
209.4766833342268,Transfer,Jakarta,MobileBanking,Student,56,2,7738.534610950874,17.68991939138987,36.766707306302685,418.9533666684536,1
875.7597346539445,Transfer,Bali,ATM,Freelancer,27,0,5384.519282580804,27.173678200761287,6.141385227625747,0.0,2
171.65517271567597,Withdrawal,Jakarta,MobileBanking,Entrepreneur,49,2,5311.212295183844,67.08943496948355,30.761964507893484,343.31034543135195,1
250.4471426956797,Payment,Bali,MobileBanking,Freelancer,46,1,3592.2503171576545,25.509171792985484,14.286303986779705,250.4471426956797,1
434.4255310657158,OnlinePurchase,Jakarta,InternetBanking,Freelancer,19,1,7798.037323111669,23.555935636004573,17.909003415637482,434.4255310657158,2
340.5687235766833,Withdrawal,Medan,Branch,Entrepreneur,18,5,4815.672034157111,12.368667029011998,14.098691425053667,1702.8436178834163,0
505.5365496733775,OnlinePurchase,Bali,InternetBanking,Entrepreneur,37,4,4392.854155517371,7.239268389403668,8.67233402673499,2022.14619869351,0
51.94946632892237,Transfer,Medan,MobileBanking,Entrepreneur,18,1,4213.98390963995,22.38388312928158,79.58501193312618,51.94946632892237,2
82.44742729923907,Transfer,Medan,ATM,Student,21,3,6273.147150680202,49.16841569228884,75.17484185803539,247.3422818977172,3
124.47204533306723,OnlinePurchase,Bali,Branch,Student,32,1,5167.089933070761,5.4709652826670006,41.18120430215871,124.47204533306723,2
43.11806338227056,Withdrawal,Surabaya,Branch,Student,64,5,5379.003485786111,23.720937406765536,121.92292846534455,215.59031691135283,3
210.8108752329777,Withdrawal,Bandung,ATM,Employee,47,2,4350.9301438499515,48.413486584623236,20.541580497527434,421.6217504659554,1
88.70132526846203,Withdrawal,Jakarta,ATM,Entrepreneur,23,2,4603.399197180902,6.435747002186983,51.319188243915555,177.40265053692406,2
549.0250496018508,Transfer,Jakarta,Branch,Student,55,5,4703.868767460235,9.963449348246225,8.552099165056658,2745.125248009254,0
101.5441056534347,Payment,Surabaya,MobileBanking,Student,18,1,7843.141024015975,24.68792150478852,76.485537360121,101.5441056534347,2
154.14038614435674,Transfer,Bandung,Branch,Freelancer,24,2,1397.5367413094018,24.55021305077461,9.00820718603218,308.2807722887135,2
354.3554591645103,OnlinePurchase,Surabaya,Branch,Student,22,5,5896.382624463697,38.67579239989584,16.59291414384601,1771.7772958225514,0
63.49656683609922,Withdrawal,Bandung,Branch,Entrepreneur,24,0,7176.324690351115,11.027062395661801,111.2667703474485,0.0,3
40.02997978919893,Payment,Bali,MobileBanking,Entrepreneur,53,0,1322.9436867211139,54.515824636698476,32.2433423930025,0.0,1
229.98860925331348,Withdrawal,Bali,ATM,Employee,20,0,4857.04283948351,21.329482840171256,21.027196341777344,0.0,2
243.02285828997037,Transfer,Medan,ATM,Employee,29,1,6964.221571965236,15.128512362123727,28.539218091158116,243.02285828997037,2
347.2145567788597,Payment,Medan,ATM,Freelancer,32,5,3494.0625351346316,65.93372384423571,10.034223059071028,1736.0727838942985,0
292.24526640332977,Payment,Bali,MobileBanking,Employee,37,3,5537.081981474378,47.8829403199685,18.882084779703387,876.7357992099893,0
249.6268404684347,Transfer,Medan,MobileBanking,Entrepreneur,58,10,3136.0443393649634,12.590598365471498,12.512803231703087,2496.268404684347,0
112.06577003450715,Withdrawal,Bali,ATM,Employee,38,2,5066.17043222669,33.35762441145823,44.807287215932085,224.1315400690143,2
238.1813893964333,Withdrawal,Surabaya,InternetBanking,Employee,49,2,7555.177954787077,33.34847573734831,31.587649749223093,476.3627787928666,1
248.9249112192843,Withdrawal,Jakarta,InternetBanking,Student,29,5,8391.222433263822,39.370268516063256,33.57497414854079,1244.6245560964214,0
108.49011513702212,Transfer,Bali,ATM,Entrepreneur,54,3,5510.473369473574,32.00301230815345,50.32850100282986,325.4703454110663,1
650.6490623734112,OnlinePurchase,Bali,InternetBanking,Freelancer,57,2,2442.0693044238938,83.42169277642276,3.7475221640456025,1301.2981247468224,0
282.75282849217314,OnlinePurchase,Bali,InternetBanking,Employee,64,1,4379.057425993299,39.49477269565003,15.432647664740683,282.75282849217314,1
83.81540945644758,Withdrawal,Medan,ATM,Employee,24,2,1373.6614242292221,30.70605656664958,16.19589450823311,167.63081891289517,2
348.3933486242714,Payment,Medan,ATM,Freelancer,62,6,4412.027357235078,34.745632903016066,12.627679876011772,2090.360091745629,0
389.4474168484679,OnlinePurchase,Medan,MobileBanking,Freelancer,48,1,6929.39674507864,32.34639386895734,17.747323829185248,389.4474168484679,1
271.00540185136987,Withdrawal,Medan,InternetBanking,Entrepreneur,18,3,2274.2347534497576,99.87213663621381,8.360991134626262,813.0162055541095,2
164.34238057667162,OnlinePurchase,Surabaya,InternetBanking,Freelancer,28,3,4585.852314375082,31.88274519827023,27.735492245731617,493.0271417300148,2
104.48224152554518,Withdrawal,Bali,ATM,Employee,62,4,3367.6243367664947,52.69313948076525,31.925983824973418,417.9289661021807,1
188.29166356225178,OnlinePurchase,Surabaya,Branch,Entrepreneur,51,4,8587.378373853873,37.109964438970145,45.36585611985901,753.1666542490071,3
257.6431134866762,OnlinePurchase,Medan,ATM,Entrepreneur,36,3,5797.372979708952,13.507214747468756,22.414565389182876,772.9293404600287,2
202.02101396299787,Payment,Surabaya,MobileBanking,Freelancer,28,2,6700.747692291361,23.75642167176117,33.005192721146706,404.04202792599574,2
520.2632660385138,Payment,Bali,Branch,Entrepreneur,50,4,5585.191251888239,34.31366146356602,10.714722513125592,2081.0530641540554,0
313.4295403016467,OnlinePurchase,Bali,Branch,Employee,50,3,6521.967677192059,41.134752083442365,20.74222310962016,940.28862090494,0
94.43040652535183,Withdrawal,Medan,Branch,Employee,25,1,7161.281737732315,35.282689079335526,75.04192844269049,94.43040652535183,3
75.74251857950685,Payment,Bali,MobileBanking,Employee,62,2,5076.604915119316,97.96271859109349,66.15113771461445,151.4850371590137,1
284.442133802075,Transfer,Surabaya,InternetBanking,Entrepreneur,25,0,3937.6275287904823,6.908965665024025,13.794836369604866,0.0,2
167.34030311632208,Payment,Bandung,ATM,Freelancer,51,1,3129.51377075641,29.467025510273757,18.59040118630377,167.34030311632208,1
332.25745754272316,OnlinePurchase,Bali,MobileBanking,Employee,57,2,8517.463561727862,10.571839268295646,25.558208432997887,664.5149150854463,1
282.63667543037906,OnlinePurchase,Surabaya,MobileBanking,Student,44,2,6641.357304043288,15.350609836185788,23.415016037562687,565.2733508607581,1
188.92822553115124,Transfer,Surabaya,Branch,Freelancer,46,3,553.5960908868828,17.64480745809808,2.9147647188231343,566.7846765934537,1
95.40728172720681,Payment,Surabaya,Branch,Entrepreneur,31,1,4510.752479092915,6.269979115403742,46.78850392086046,95.40728172720681,2
45.143966962382635,OnlinePurchase,Bali,MobileBanking,Employee,51,3,5832.167209668434,29.237010603446475,126.39067669285821,135.4319008871479,3
235.03448900373476,Transfer,Bandung,InternetBanking,Entrepreneur,62,2,8344.512310028953,8.6849737435313,35.35293653588446,470.0689780074695,1
62.43018403428386,Transfer,Medan,Branch,Employee,54,1,2794.6486990080507,27.923491920850513,44.05865664046552,62.43018403428386,1
91.94449552868366,Withdrawal,Medan,MobileBanking,Entrepreneur,18,3,5852.701479513586,47.82727946009085,62.969855785675655,275.833486586051,2
224.77275359839777,Payment,Bali,Branch,Student,26,1,4200.539828300401,52.36025126612235,18.605167192903522,224.77275359839777,2
209.15386506231505,Payment,Bali,ATM,Entrepreneur,27,1,2606.137393639322,21.08845735973475,12.401091899340264,209.15386506231505,2
70.04663477681784,Payment,Jakarta,ATM,Entrepreneur,47,1,7690.859710399366,17.362621852525336,108.25086556962238,70.04663477681784,3
419.0791876228264,OnlinePurchase,Bandung,ATM,Entrepreneur,60,1,3071.659418849129,12.761535387187346,7.312096169846574,419.0791876228264,1
411.703011653809,Transfer,Surabaya,Branch,Employee,35,0,6941.567768937204,4.972462734281329,16.81976523776874,0.0,2
290.86970500510375,Withdrawal,Surabaya,Branch,Freelancer,34,2,1810.8308787965389,13.850630493173142,6.204244043638835,581.7394100102075,2
290.6213344917577,Payment,Medan,InternetBanking,Entrepreneur,23,1,4019.9732307315544,16.885061136477592,13.784907876296595,290.6213344917577,2
290.87217469568776,Withdrawal,Bali,ATM,Freelancer,28,2,6144.067788158953,44.771750679351676,21.050543082994775,581.7443493913755,2
387.1871936228476,Withdrawal,Bandung,InternetBanking,Employee,41,5,6433.554587960558,62.43723492629284,16.57333032529463,1935.935968114238,0
318.83704329938985,Transfer,Medan,MobileBanking,Entrepreneur,53,4,5873.763908431212,25.738230950550662,18.364864331655788,1275.3481731975594,0
102.57573728970435,Payment,Bandung,MobileBanking,Employee,50,2,6970.83755959051,39.46041239138178,67.30183865448019,205.1514745794087,3
165.50981768451842,Withdrawal,Bali,ATM,Freelancer,50,2,4422.797306912068,81.36460423131754,26.561780971328794,331.01963536903685,1
815.5838637869385,Payment,Surabaya,InternetBanking,Employee,35,5,7784.774955463886,70.56624114927612,9.5333440944592,4077.9193189346925,0
27.778118288552424,Payment,Jakarta,Branch,Employee,22,0,5713.234245603905,10.855020733718597,198.52702627456216,0.0,3
135.43556513633487,Payment,Bandung,InternetBanking,Freelancer,48,0,6469.613373912021,28.134181608443438,47.41881904067449,0.0,1
420.5775067233955,Withdrawal,Surabaya,MobileBanking,Employee,33,2,5727.184366009877,14.700308251538575,13.585127941295939,841.155013446791,2
108.39201914830039,Transfer,Bandung,InternetBanking,Freelancer,19,1,5982.8720870183215,61.797852710430675,54.69203451585871,108.39201914830039,2
324.8375146019068,Transfer,Bandung,MobileBanking,Freelancer,26,0,2997.7085402052553,8.35950427532453,9.200010452656802,0.0,2
207.14335660762262,Withdrawal,Bandung,MobileBanking,Entrepreneur,19,3,3116.6934670616174,5.996812275027287,14.973783059225816,621.4300698228678,2
115.08539004355707,OnlinePurchase,Bali,InternetBanking,Entrepreneur,54,3,3917.6346050689376,3.31455610015152,33.74786959495057,345.2561701306712,1
21.721346054539033,Payment,Medan,Branch,Employee,37,2,6028.633361367175,25.356455786218714,265.32905871405615,43.44269210907807,3
230.29830239225615,Payment,Bandung,MobileBanking,Employee,34,1,3822.7732524901544,29.823932578490638,16.527459185615452,230.29830239225615,2
100.63311857794132,Transfer,Bali,InternetBanking,Employee,42,2,4407.8482642219315,41.90811734689425,43.3701959154348,201.26623715588264,1
182.74648503297692,Withdrawal,Jakarta,MobileBanking,Student,36,4,4854.717688049804,27.510443171668612,26.420737720117636,730.9859401319077,2
288.8761163910931,Withdrawal,Medan,ATM,Student,59,3,7835.74257792714,84.76492522444077,27.031349376005043,866.6283491732793,1
366.33747580164936,OnlinePurchase,Bali,Branch,Entrepreneur,25,2,6205.570901429621,44.14410399896732,16.893378188237,732.6749516032987,2
135.07588269288286,OnlinePurchase,Jakarta,ATM,Freelancer,28,2,2077.3886492791853,23.06149081424127,15.266398484202803,270.1517653857657,2
114.90019383890012,Transfer,Medan,MobileBanking,Student,30,3,5319.379044404694,21.803901734563784,45.896204900214116,344.70058151670037,2
61.35672935139561,OnlinePurchase,Bali,Branch,Student,30,3,4393.155518319169,30.081498822624336,70.45198752427584,184.07018805418681,2
378.55548868757,OnlinePurchase,Jakarta,InternetBanking,Freelancer,26,2,4543.346623276234,4.374882216735695,11.97017763854833,757.11097737514,2
741.8071170610331,Withdrawal,Bali,InternetBanking,Employee,22,3,5001.288973084128,20.47967763240078,6.732957800501519,2225.4213511830994,0
406.37716598396014,Withdrawal,Jakarta,Branch,Employee,35,1,7251.683035515785,22.546313057338853,17.80090697523609,406.37716598396014,2
467.47212631712404,OnlinePurchase,Bandung,ATM,Student,57,2,3372.9892946788964,25.622470901908148,7.199978622411379,934.9442526342481,1
109.1800914626779,Transfer,Bandung,ATM,Student,31,5,5407.766732828858,33.69385599396651,49.081160317067535,545.9004573133894,3
276.9361998066808,OnlinePurchase,Medan,Branch,Freelancer,51,2,5581.271237920084,40.02505760659806,20.08112380395987,553.8723996133616,1
345.60833987529327,Transfer,Jakarta,InternetBanking,Freelancer,39,0,4557.249534078681,98.58883488133387,13.14812429417694,0.0,2
79.57663169175856,OnlinePurchase,Bandung,Branch,Student,50,5,3723.3548120282667,22.085131290412654,46.20886643998416,397.8831584587928,1
574.4582575519154,Withdrawal,Medan,ATM,Freelancer,41,2,3489.3263009805414,16.406653439358355,6.063561092727476,1148.9165151038308,0
50.185612032118,Withdrawal,Surabaya,MobileBanking,Employee,46,3,4158.7216805611215,19.23843436603051,81.24786469196856,150.556836096354,3
516.6788419074941,Transfer,Bandung,InternetBanking,Entrepreneur,30,2,6475.249835067189,15.52774020325302,12.508237368187196,1033.3576838149881,0
49.8338553236305,OnlinePurchase,Bandung,Branch,Student,44,1,4283.324655431075,11.60335554668955,84.26125911878141,49.8338553236305,1
83.224519193373,OnlinePurchase,Bali,MobileBanking,Entrepreneur,18,2,4801.722154720211,33.1504113162151,57.01097733423479,166.449038386746,2
280.4700591763605,Transfer,Surabaya,ATM,Freelancer,24,2,2686.058036447447,45.50525117374937,9.542961849325671,560.940118352721,2
211.00975659263352,OnlinePurchase,Jakarta,InternetBanking,Entrepreneur,21,5,4051.3024830360914,3.6500530362890964,19.109037943100294,1055.0487829631677,0
146.04919598124133,Payment,Medan,Branch,Student,27,0,5458.711936717629,4.054735673780267,37.12167142630268,0.0,2
560.0572566467808,Withdrawal,Surabaya,ATM,Freelancer,57,2,1665.5542943763553,6.243623175098884,2.968599505032196,1120.1145132935617,0
62.996722572246945,Withdrawal,Jakarta,Branch,Entrepreneur,52,3,7089.785868839974,27.406502670898156,110.78357740642419,188.99016771674084,3
177.39506406715915,Transfer,Bandung,Branch,Employee,56,1,3814.277423056208,14.134545049427992,21.381070395648802,177.39506406715915,1
305.6874108598686,OnlinePurchase,Medan,InternetBanking,Student,33,2,8525.975120646792,39.95057498678391,27.800212264149554,611.3748217197372,2
246.7657092246038,Transfer,Medan,ATM,Student,44,2,5839.969217029734,22.595310283372683,23.570530543981384,493.5314184492076,1
118.21074854423513,Payment,Surabaya,ATM,Student,37,5,1330.304071811896,16.484691858147595,11.15926280186274,591.0537427211757,2
121.88527007585242,OnlinePurchase,Bali,MobileBanking,Student,27,2,5555.055705395683,14.999591393894615,45.20522029993308,243.77054015170484,2
362.6039906710527,Payment,Jakarta,ATM,Freelancer,62,1,4363.951972505849,53.29460987457123,12.001936404636036,362.6039906710527,1
374.24295826389243,Transfer,Surabaya,ATM,Employee,50,2,5579.96751676707,16.251052236712248,14.870279092200622,748.4859165277849,1
251.4838599394628,Withdrawal,Bali,InternetBanking,Employee,24,3,8233.47155131918,15.101656379878293,32.609892582018084,754.4515798183884,2
97.10063245986277,Payment,Bali,MobileBanking,Entrepreneur,59,2,6409.944387990237,17.222577655205125,65.34050012993366,194.20126491972553,1
125.16406702940266,OnlinePurchase,Bali,InternetBanking,Student,61,5,4548.548431658722,37.24934466256891,36.052645882116956,625.8203351470133,1
196.77938261562332,Transfer,Medan,ATM,Student,63,4,2206.248121947462,56.24775246414764,11.155096617098968,787.1175304624933,1
218.7324688701867,Transfer,Jakarta,MobileBanking,Entrepreneur,39,2,6745.555941656244,15.094975249304,30.69894939214184,437.4649377403734,2
297.29233421737064,Transfer,Jakarta,InternetBanking,Freelancer,60,0,6019.4666480900505,15.38570917981122,20.179756425465374,0.0,1
170.28326671718153,Withdrawal,Surabaya,MobileBanking,Employee,34,1,7315.804236183858,56.654973526567744,42.71172763340346,170.28326671718153,2
357.06146790026656,Transfer,Bandung,ATM,Student,26,0,4714.273543716911,13.630939274576221,13.166101260105462,0.0,2
354.3537394409416,Transfer,Surabaya,MobileBanking,Entrepreneur,57,3,5590.21813370684,7.559409225331175,15.731417776837304,1063.0612183228247,0
478.07444196942294,Withdrawal,Jakarta,MobileBanking,Employee,27,0,4507.472593931685,37.82833096157876,9.408710210884879,0.0,2
203.2715795084349,Transfer,Medan,MobileBanking,Entrepreneur,53,3,5173.696169549515,33.86825994005511,25.32753788852883,609.8147385253047,1
254.5402610431967,Transfer,Surabaya,ATM,Entrepreneur,48,1,1970.9553834042872,18.102705764446895,7.712895711064158,254.5402610431967,1
180.5082247936918,Payment,Bandung,ATM,Freelancer,48,4,5636.538179809937,49.92137659265024,31.053899547618908,722.0328991747672,1
98.13536190203988,Transfer,Surabaya,MobileBanking,Employee,22,2,5764.790022668436,6.042968562764999,58.150693274967665,196.27072380407975,2
730.8115463802155,Withdrawal,Bali,InternetBanking,Student,35,2,3992.2958540658205,74.57548622056727,5.455360569005846,1461.623092760431,0
438.4100073610848,Payment,Bandung,InternetBanking,Employee,23,2,6213.312437206196,27.702598697773432,14.140125015633545,876.8200147221696,2
349.421151414226,Transfer,Bali,ATM,Freelancer,59,0,6745.1236333688985,103.04639040954773,19.248620142211735,0.0,1
198.10873112306282,Withdrawal,Medan,Branch,Student,45,1,7800.329375073067,31.807716744060805,39.17622964636307,198.10873112306282,1
90.71377250531526,OnlinePurchase,Jakarta,InternetBanking,Employee,60,2,2959.896289283259,5.505640171679177,32.27319309225579,181.42754501063052,1
392.2912691463843,Transfer,Surabaya,MobileBanking,Freelancer,41,3,6338.769618518369,25.560595031451967,16.117239602791837,1176.8738074391529,0
178.07205488434056,OnlinePurchase,Surabaya,Branch,Student,22,2,7675.799349810074,28.40864238617572,42.864305962020346,356.1441097686811,2
271.03395812667776,Payment,Bali,ATM,Student,45,1,4298.4096839646645,7.164308155896335,15.801004086273041,271.03395812667776,1
124.76285424677678,Withdrawal,Bali,InternetBanking,Entrepreneur,20,1,7789.83827074205,17.977118585205083,61.94069240394723,124.76285424677678,2
240.4010101973984,Payment,Jakarta,Branch,Entrepreneur,35,1,3548.185945981987,17.303884909260077,14.69830612175386,240.4010101973984,2
131.2958475144294,OnlinePurchase,Surabaya,ATM,Freelancer,21,0,5139.417484209046,29.112162898294642,38.84791231749352,0.0,2
135.54234237200433,OnlinePurchase,Jakarta,ATM,Student,57,2,1545.9342250277314,41.41600767265576,11.322013363560831,271.08468474400865,1
238.1459253900212,OnlinePurchase,Bali,MobileBanking,Employee,59,3,1265.480708342086,74.13675320785654,5.291667446469027,714.4377761700637,1
49.08785701126904,Withdrawal,Bali,InternetBanking,Student,49,0,1893.2500996704935,49.63676241031788,37.79858457998193,0.0,1
51.59628943297447,OnlinePurchase,Bandung,Branch,Freelancer,49,1,7837.467159135484,23.53792466321241,149.0117885430507,51.59628943297447,3
